0.53498,0.28029
0.32173,-1.4917
0.81585,2.9769
0.45766,-0.33954
0.43619,-0.51327
0.30051,-1.6898
0.43674,-0.50878
0.29232,-1.7682
0.56551,0.52714
0.71168,1.8071
0.64053,1.1553
0.31534,-1.5505
0.31049,-1.5957
0.71973,1.8862
0.77951,2.5257
0.58284,0.66886
0.32583,-1.4542
0.74355,2.129
0.46139,-0.30951
0.43412,-0.53013
0.70387,1.7316
0.27405,-1.9483
0.29341,-1.7578
0.66146,1.3396
0.62449,1.0173
0.57817,0.63051
0.69514,1.6485
0.68312,1.5363
0.72181,1.9069
0.43044,-0.56012
0.6751,1.4627
0.59669,0.78335
0.49783,-0.017396
0.30027,-1.692
0.7212,1.9009
0.46107,-0.31208
0.62707,1.0393
0.70122,1.7063
0.32345,-1.4759
0.3362,-1.3606
0.59239,0.7477
0.55307,0.42615
0.77315,2.4524
0.73055,1.9948
0.69759,1.6717
0.29491,-1.7433
0.30623,-1.6356
0.3146,-1.5574
0.73025,1.9918
0.79536,2.715
