0.018177,0.72668,0.23629,-0.99488,-1.5446,-1.1005
0.86238,1.5446,-1.2068,-0.71455,-0.42192,1.9072
0.056138,2.6448,0.91608,-1.9521,-1.0967,1.3811
0.05201,-1.8296,2.7729,-0.30353,-1.4768,0.69776
0.63077,2.5753,2.236,1.7469,-0.59815,1.1065
0.88937,0.89037,-1.5687,-0.59202,2.9598,-0.6887
0.010444,-1.2978,2.2871,-1.9807,0.19534,-0.43909
0.062014,-0.45519,2.7135,-1.8475,-0.98506,2.2686
0.20386,-0.7604,2.9565,1.4573,1.7058,-1.7046
0.39847,-1.7635,2.0527,-0.63898,2.8809,-0.31819
0.92678,-1.0069,-0.76012,-1.5067,0.52198,2.7124
0.76948,-0.50928,-0.66838,-0.092653,2.7904,-1.3488
0.99829,2.9478,-1.4725,1.1667,2.6205,1.7822
0.14732,2.867,-0.55171,-0.29489,0.57135,-1.667
0.99513,0.50093,-1.1933,1.1547,-0.23866,2.7401
0.90732,0.94768,1.6735,1.2657,1.1767,1.2684
0.61431,1.6615,0.21358,2.5833,-0.6264,-1.4838
0.43038,2.9775,1.7077,1.5909,-0.30271,0.0013378
0.097225,2.7601,2.9958,-1.4353,1.9953,0.85105
0.69433,-1.9769,2.1236,1.4251,-0.81037,1.16
0.02433,2.4514,0.88433,-0.81083,-1.049,-0.65116
0.99832,-0.78057,0.46316,2.3911,2.3661,1.7005
0.65918,-1.5656,-0.83159,1.1479,-1.9464,-0.13124
0.91862,2.4876,-1.2313,-1.7173,2.0636,1.8649
0.90398,2.4953,1.5908,1.4983,0.3241,1.7137
0.9247,-0.69919,1.0028,0.15253,-0.018407,2.7199
0.031502,1.7282,0.5708,-0.82695,0.077252,-1.511
0.23087,-0.0081118,2.2078,1.3186,-0.47402,-0.40324
0.36918,1.4403,-0.58164,0.95693,0.39238,-1.9969
0.89727,-1.9883,0.50487,1.7778,-0.47759,0.48965
0.9679,2.2022,-1.4657,-0.36511,-0.48686,2.8419
0.82603,1.9584,-0.36042,1.6625,2.1512,-1.8798
0.090842,-0.62894,1.2836,-1.8531,0.48866,0.49965
0.037864,2.2375,2.3839,-1.4571,1.0874,0.081215
0.9924,-0.49088,1.8105,2.3916,1.3695,2.1359
0.26432,-1.2881,2.0593,-0.35786,-1.0111,1.5936
0.71471,1.4851,0.3916,2.9077,0.067299,-1.7901
0.99065,-0.96357,-0.57585,0.96091,0.97421,1.8228
0.098092,-1.0635,0.26729,-0.70247,-0.068162,-1.0849
0.89886,-0.13538,-0.5633,-0.23854,1.0513,0.98029
0.52764,1.5746,-0.21309,0.43701,-1.9192,0.99766
0.79054,0.12262,1.0656,-0.61658,0.58406,2.2366
0.99635,-0.50585,0.072644,2.0103,0.70227,2.2969
0.068427,1.388,2.6069,-0.67043,2.6879,-1.2343
0.96044,-0.32454,-0.39461,-1.0482,2.6971,1.6774
0.94425,2.7407,1.7551,1.7162,0.087927,2.3181
0.99584,-1.4265,-0.97302,1.3977,-0.53404,2.747
0.54972,2.5666,-0.4817,1.5045,-1.9695,-0.083818
0.040088,2.6097,-0.65671,-1.1801,-0.24582,-1.5326
0.13596,-1.9311,1.4657,-0.073559,0.50676,-1.0052
0.77692,-1.8319,-1.1657,1.1771,-1.5752,-0.19562
0.49187,0.65691,0.65781,-1.235,-1.1176,2.6207
0.59518,1.6883,-0.99346,-1.1837,1.2116,0.19537
0.9949,1.4673,-1.2141,2.0565,2.6463,-0.11442
0.95243,0.73168,1.7847,2.1143,2.1799,0.37401
0.19769,-0.37465,2.5737,2.3878,-0.30153,-1.5768
0.11465,0.89434,-0.90122,-1.4052,-1.8645,0.38948
0.97228,2.4868,-1.1565,1.2059,-0.85033,1.8564
0.16337,2.4508,1.9959,0.81214,1.2128,-1.251
0.86904,-0.48077,1.057,2.2851,0.72085,-0.48222
0.96841,-0.67813,1.8675,1.7383,-0.59547,2.9245
0.037159,1.3382,0.76949,-1.8458,-0.17893,-0.019216
0.9961,-0.46027,-0.53191,2.2677,0.98208,1.3185
0.96205,1.1726,0.95301,0.34368,2.1618,1.8594
0.98047,0.80156,-1.1815,0.4294,1.5872,1.069
0.21674,-1.5015,-0.14284,0.57898,-1.3386,-1.1102
0.0057693,-0.092866,2.5099,-0.057695,-0.8819,-1.9024
0.10459,0.83808,0.052269,-0.078513,-0.91623,-1.0112
0.074882,-1.7492,2.1505,-0.976,-0.71349,0.7468
0.051147,0.3999,2.8672,-1.4562,2.4502,-0.44759
0.83768,-1.8835,0.80524,1.5752,1.6759,-0.99095
0.072972,0.1989,1.4192,-1.8885,0.55154,0.49724
0.98912,-0.78825,0.72892,2.9884,0.32172,1.0458
0.051546,2.0572,1.7454,-1.6204,-1.8556,2.0389
0.54601,0.19658,1.2168,-0.038421,0.12475,1.0771
0.45992,2.439,-1.2705,-0.3397,-0.69122,0.028112
0.52166,-1.4783,2.1901,1.2682,-0.16261,0.35561
0.14062,2.6845,-1.3494,0.46642,-1.153,-1.9635
0.12108,-0.13249,1.4328,-1.8834,1.6646,0.18304
0.0023012,-1.1924,2.7015,-1.7963,-0.4256,-1.1982
0.8135,-1.926,0.27679,0.019723,1.2821,0.34598
0.99417,-0.16826,-1.4431,0.34569,1.314,2.0822
0.99783,0.14969,-1.6919,2.7691,0.62951,0.73547
0.023399,0.13278,1.8809,-0.55516,0.85375,-1.7932
0.98759,-1.9144,-1.9864,1.2918,1.8772,-0.60103
0.70729,-0.4623,1.0338,1.3358,2.6875,-1.7363
0.47226,-0.64862,-0.2155,-1.9502,2.8157,-0.24208
0.19162,2.3361,-0.02705,1.5804,-1.9308,-1.2982
0.18991,1.5903,-0.017046,0.35879,-1.8136,-0.20083
0.31444,-0.85026,0.096749,-1.5596,2.773,-0.98925
0.097785,-0.43047,2.1352,0.27325,-0.13265,-0.5437
0.66358,2.895,1.6303,-0.15224,0.92126,1.7485
0.97257,2.7077,2.5262,2.7283,0.87965,1.9499
0.63809,1.8651,1.9131,-0.77075,0.062349,2.9707
0.99634,2.1557,-0.36547,1.9669,0.64906,2.3845
0.94918,-1.7212,-0.99171,2.5188,-0.14667,-0.96646
0.93985,-1.2886,1.275,2.5372,2.1952,-0.94855
0.98159,0.52144,-1.4555,-0.87212,0.88997,2.7131
0.089505,1.3715,2.4298,-0.32932,-1.4047,1.3345
