0.81128,-0.57525,0.15139,-0.89408,2.8988,0.25687
0.17396,1.3661,1.4688,0.41336,-0.57588,-0.086769
0.56366,1.3214,2.7261,-0.11994,0.97487,1.9482
0.77926,-1.3859,1.9212,0.6189,2.8108,-0.17857
0.095428,0.036592,1.5279,-0.67564,-1.0711,0.66175
0.58923,-0.62357,-1.4533,-1.6582,-1.0348,1.5583
0.92427,1.5833,-0.050347,0.18164,-0.29178,2.3574
0.39606,-0.58308,0.95452,-1.1307,2.6645,-0.35655
0.18625,2.481,0.2969,-1.8695,-0.046662,1.2506
0.99936,2.1329,-1.7483,2.7734,-0.63392,2.8742
0.13136,-0.049867,-0.85656,0.15298,-1.2403,-1.6202
0.91971,0.48951,2.1709,2.8078,-0.014456,0.9351
0.97418,1.474,-1.9218,1.8121,-0.12639,0.069432
0.0018241,2.1718,2.3186,-1.9633,-1.3444,-0.45432
0.90896,1.0481,-1.6097,1.4002,0.1752,-0.68083
0.7957,0.87369,1.3452,1.5298,-1.5424,1.7938
0.99524,-0.36979,0.50106,1.2256,1.0731,2.9761
0.25309,0.28212,-0.91003,0.76155,-1.9451,-1.0671
0.68734,1.569,0.85808,-0.90946,0.8663,1.9057
0.96959,2.422,-1.3891,1.8618,1.9486,-1.021
0.57035,1.6043,1.3558,-0.85986,-0.82317,2.9618
0.84878,-1.9069,0.99793,-0.14568,0.2401,2.0113
0.99372,1.3739,-1.7201,2.4546,0.84679,0.12113
0.99165,0.19254,-1.7183,2.2819,-1.693,1.6443
0.88316,0.1891,-1.2375,0.012168,0.48144,0.49177
0.99098,-1.4148,-1.9019,-0.4099,1.2116,2.045
0.45844,2.0734,0.17588,1.0432,-0.89367,-0.21746
0.74136,-0.37572,2.1611,2.551,2.1853,-1.6338
0.99614,-0.76886,1.087,2.5455,2.8554,0.95496
0.99526,-0.28643,0.60065,0.95797,2.2319,2.5509
0.039171,-0.12154,2.3193,-0.33714,0.53,-1.0312
0.97468,0.73277,-1.5115,2.2653,-0.60562,0.16184
0.7789,0.8096,2.5403,0.21199,1.7331,1.7458
0.83248,-0.020889,-1.4599,2.5218,-0.81535,-1.8041
0.93186,-0.0093456,0.58498,-1.8341,2.7867,2.7316
0.99181,0.57684,-1.2842,0.66213,1.1013,1.8184
0.93716,1.2877,0.79685,1.5825,1.0013,0.7941
0.10687,2.7546,-1.9771,-1.1035,-1.137,-1.0808
0.052304,1.6117,1.8334,-0.31734,-1.5483,0.48974
0.04118,0.00039873,2.2435,-1.0614,-0.72369,0.58923
0.89517,2.1594,2.5841,-0.39036,2.2929,2.9712
0.90483,-1.3283,2.9348,0.019284,2.5553,2.2743
0.99386,-1.6977,0.52567,0.74283,1.4982,2.812
0.82894,-1.5788,-0.64289,-1.7563,1.6259,1.3947
0.85352,-1.1805,-1.4962,0.76366,-0.85057,0.017507
0.93039,-0.3789,0.53924,-0.62594,0.88027,2.6749
0.59314,-0.49137,0.92805,-0.79249,2.0531,0.39742
0.039033,-1.9416,1.8144,-0.78427,0.019217,-0.84104
0.89268,0.69953,-1.5852,-1.2292,2.9422,-0.018549
0.94963,-1.5231,1.308,2.7821,-1.55,1.5254
0.97016,-1.2674,0.5849,2.6783,-0.39529,0.7928
0.99708,1.1557,-1.1448,2.0936,0.55704,1.7832
0.79054,2.2966,2.6928,1.6413,-1.697,2.9774
0.86962,2.8711,0.95242,-1.1209,1.6284,2.8122
0.70005,0.85419,0.20317,-0.19815,0.78278,0.67534
0.41142,2.9843,2.7096,-1.0561,0.6468,2.8194
0.02731,0.76771,1.2796,-1.994,2.1499,-1.4219
0.26716,0.57729,0.25973,-0.4179,2.2938,-1.7428
0.70891,-0.34659,2.1985,1.4981,1.9451,-0.47826
0.81042,0.15001,0.66312,1.1263,-0.41083,0.90096
0.74403,0.45903,0.76944,0.71531,0.26104,0.65482
0.97084,-1.6448,1.4003,0.19519,1.7611,2.506
0.2263,2.4387,-0.16405,-0.56286,-1.4507,0.70275
0.64763,-1.6768,-0.80355,0.5083,-1.4513,0.1599
0.83978,0.18092,0.89462,1.8077,-0.65058,0.71333
0.88868,2.1331,2.3344,1.812,0.62319,1.5621
0.74762,-0.027327,0.033884,0.88028,2.8633,-1.9166
0.99879,1.0674,-1.4369,1.7383,1.552,2.0046
0.29784,2.0932,0.21923,1.2277,-0.4407,-1.2875
0.17398,2.4312,-0.49908,-1.3839,-0.54271,0.39237
0.76443,2.6556,0.0069343,0.52199,2.2518,-0.71582
0.44133,-1.0461,2.1668,-0.26369,2.5582,-0.15454
0.66552,-0.70709,0.018143,-1.5393,1.1964,1.3088
0.023425,2.4893,-0.04912,-1.2608,-0.72315,-1.152
0.043064,0.96681,-0.19776,-1.0092,-1.5567,-0.60608
0.9634,0.5192,-1.2987,1.3614,2.1913,-1.0089
0.54982,1.064,-0.69935,0.15756,0.92359,-1.0246
